datetime,season,PM_City Station,PM_5th Middle School,PM_US Post,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec,PM_Average
2012-04-30 14:00:00,1.0,159.0,,159.0,24.9,70.0,994.8,31.0,SE,10.9,0.0,0.0,159.0
2012-04-30 15:00:00,1.0,159.0,,159.0,25.0,70.0,994.1,31.1,SW,5.5,0.0,0.0,159.0
2012-04-30 16:00:00,1.0,162.0,,162.0,25.8,83.0,993.4,29.0,SE,4.8,1.2,1.2,162.0
2012-04-30 17:00:00,1.0,208.0,,208.0,25.7,79.0,993.8,29.7,SW,4.0,0.0,0.0,208.0
2012-04-30 18:00:00,1.0,227.0,,227.0,25.2,78.0,993.8,29.4,SW,8.8,0.0,0.0,227.0
2012-04-30 19:00:00,1.0,250.0,,250.0,25.3,84.0,994.4,28.3,SE,3.9,0.0,0.0,250.0
2012-04-30 20:00:00,1.0,261.0,,261.0,25.2,87.0,995.2,27.6,SE,9.2,0.0,0.0,261.0
2012-04-30 21:00:00,1.0,282.0,,282.0,25.1,88.0,996.0,27.3,SE,13.9,0.0,0.0,282.0
2012-04-30 22:00:00,1.0,292.0,,292.0,25.3,89.0,996.7,27.3,SE,17.4,0.0,0.0,292.0
2012-04-30 23:00:00,1.0,285.0,,285.0,25.4,90.0,996.9,27.2,SW,3.2,0.0,0.0,285.0
2012-05-01 00:00:00,1.0,279.0,,279.0,25.5,92.0,996.8,26.9,SE,2.5,0.0,0.0,279.0
2012-05-01 01:00:00,1.0,269.0,,269.0,25.3,91.0,996.7,26.9,SE,5.2,0.0,0.0,269.0
2012-05-01 02:00:00,1.0,254.0,,254.0,25.3,91.0,996.4,26.9,SW,2.6,0.0,0.0,254.0
2012-05-01 03:00:00,1.0,229.0,,229.0,25.1,91.0,996.1,26.7,SE,2.8,0.0,0.0,229.0
2012-05-01 04:00:00,1.0,221.0,,221.0,25.2,93.0,996.5,26.4,SE,3.9,0.0,0.0,221.0
2012-05-01 05:00:00,1.0,225.0,,225.0,25.2,93.0,996.8,26.4,SE,5.6,0.0,0.0,225.0
2012-05-01 06:00:00,1.0,238.0,,238.0,25.1,93.0,997.2,26.3,SE,7.6,0.0,0.0,238.0
2012-05-01 07:00:00,1.0,201.0,,201.0,25.4,92.0,998.1,26.8,SE,9.6,0.0,0.0,201.0
2012-05-01 08:00:00,1.0,180.0,,180.0,25.3,89.0,998.5,27.3,SE,11.1,0.0,0.0,180.0
2012-05-01 09:00:00,1.0,180.0,,180.0,25.5,85.0,998.9,28.3,SW,3.5,0.0,0.0,180.0
2012-05-01 10:00:00,1.0,200.0,,200.0,25.1,76.0,999.2,29.8,SW,9.1,0.0,0.0,200.0
2012-05-01 11:00:00,1.0,284.0,,284.0,24.5,69.0,998.8,30.8,SW,14.2,0.0,0.0,284.0
2012-05-01 12:00:00,1.0,303.0,,303.0,25.0,70.0,998.1,31.1,SW,17.9,0.0,0.0,303.0
2012-05-01 13:00:00,1.0,192.0,,192.0,25.4,72.0,997.2,31.0,SW,21.6,0.0,0.0,192.0
2012-05-01 14:00:00,1.0,215.0,,215.0,25.6,70.0,996.2,31.8,SW,25.2,0.0,0.0,215.0
2012-05-01 15:00:00,1.0,167.0,,167.0,26.1,79.0,995.5,30.2,SE,5.5,0.0,0.0,167.0
2012-05-01 16:00:00,1.0,108.0,,108.0,25.4,70.0,995.3,31.5,SW,5.3,0.0,0.0,108.0
2012-05-01 17:00:00,1.0,83.0,,83.0,25.9,76.0,995.1,30.6,SE,3.3,0.0,0.0,83.0
2012-05-01 18:00:00,1.0,90.0,,90.0,25.5,75.0,995.2,30.4,SE,9.4,0.0,0.0,90.0
2012-05-01 19:00:00,1.0,129.0,,129.0,25.6,83.0,995.7,28.8,SE,14.0,0.0,0.0,129.0
2012-05-01 20:00:00,1.0,126.0,,126.0,25.5,87.0,996.8,27.9,SE,18.2,0.0,0.0,126.0
2012-05-01 21:00:00,1.0,85.0,,85.0,25.6,89.0,997.4,27.6,SE,22.4,0.0,0.0,85.0
2012-05-01 22:00:00,1.0,82.0,,82.0,25.4,89.0,997.9,27.4,SE,24.8,0.0,0.0,82.0
2012-05-01 23:00:00,1.0,76.0,,76.0,25.7,92.0,998.7,27.1,SE,26.8,0.0,0.0,76.0
2012-05-02 00:00:00,1.0,75.0,,75.0,25.8,92.0,998.1,27.2,SE,29.9,0.0,0.0,75.0
2012-05-02 01:00:00,1.0,76.0,,76.0,25.8,92.0,998.4,27.2,SE,32.5,0.0,0.0,76.0
2012-05-02 02:00:00,1.0,78.0,,78.0,25.9,93.0,997.6,27.1,SW,2.4,0.0,0.0,78.0
2012-05-02 03:00:00,1.0,91.0,,91.0,25.6,91.0,997.3,27.2,SW,5.0,0.0,0.0,91.0
2012-05-02 04:00:00,1.0,108.0,,108.0,25.7,93.0,997.3,26.9,SW,7.0,0.0,0.0,108.0
2012-05-02 05:00:00,1.0,115.0,,115.0,25.7,93.0,997.5,26.9,SW,8.7,0.0,0.0,115.0
2012-05-02 06:00:00,1.0,122.0,,122.0,25.6,93.0,998.3,26.8,NW,0.9,0.0,0.0,122.0
2012-05-02 07:00:00,1.0,128.0,,128.0,26.0,94.0,998.9,27.0,SW,1.2,0.0,0.0,128.0
2012-05-02 08:00:00,1.0,115.0,,115.0,25.9,88.0,999.8,28.1,SW,3.8,0.0,0.0,115.0
2012-05-02 09:00:00,1.0,123.0,,123.0,25.7,82.0,1000.2,29.1,SW,6.8,0.0,0.0,123.0
2012-05-02 10:00:00,1.0,122.0,,122.0,26.1,80.0,1000.3,29.9,SW,9.1,0.0,0.0,122.0
2012-05-02 11:00:00,1.0,112.0,,112.0,25.4,72.0,999.8,31.0,SW,12.9,0.0,0.0,112.0
2012-05-02 12:00:00,1.0,87.0,,87.0,25.9,70.0,998.8,32.1,SW,15.8,0.0,0.0,87.0
2012-05-02 13:00:00,1.0,100.0,,100.0,25.7,68.0,998.2,32.4,SW,17.9,0.0,0.0,100.0
2012-05-02 14:00:00,1.0,99.0,,99.0,26.5,67.0,996.8,33.5,SW,20.1,0.0,0.0,99.0
2012-05-02 15:00:00,1.0,90.0,,90.0,25.0,63.0,995.9,33.0,SW,24.7,0.0,0.0,90.0
2012-05-02 16:00:00,1.0,90.0,,90.0,25.2,65.0,995.1,32.6,SW,30.6,0.0,0.0,90.0
2012-05-02 17:00:00,1.0,90.0,,90.0,25.5,72.0,995.3,31.1,SE,4.8,0.0,0.0,90.0
2012-05-02 18:00:00,1.0,91.0,,91.0,25.6,77.0,995.1,30.1,SE,8.4,0.0,0.0,91.0
2012-05-02 19:00:00,1.0,104.0,,104.0,25.9,81.0,996.3,29.5,SE,11.6,0.0,0.0,104.0
2012-05-02 20:00:00,1.0,112.0,,112.0,21.9,80.0,997.8,25.6,NE,3.3,0.0,0.0,112.0
2012-05-02 21:00:00,1.0,119.0,,119.0,22.7,89.0,998.0,24.6,NE,5.1,0.0,0.0,119.0
2012-05-02 22:00:00,1.0,130.0,,130.0,23.0,90.0,998.7,24.8,NE,6.5,0.0,0.0,130.0
2012-05-02 23:00:00,1.0,138.0,,138.0,22.9,91.0,998.6,24.5,NE,8.0,0.0,0.0,138.0
2012-05-03 00:00:00,1.0,148.0,,148.0,23.2,93.0,998.1,24.4,NW,1.5,0.0,0.0,148.0
2012-05-03 01:00:00,1.0,137.0,,137.0,23.0,93.0,997.4,24.2,NE,0.6,0.0,0.0,137.0
2012-05-03 02:00:00,1.0,124.0,,124.0,23.2,93.0,997.2,24.4,NW,1.0,0.0,0.0,124.0
2012-05-03 03:00:00,1.0,105.0,,105.0,23.6,94.0,997.0,24.6,cv,0.1,0.0,0.0,105.0
2012-05-03 04:00:00,1.0,95.0,,95.0,23.8,93.0,996.9,25.0,NE,1.2,0.0,0.0,95.0
2012-05-03 05:00:00,1.0,81.0,,81.0,24.2,93.0,997.0,25.4,NE,2.4,0.0,0.0,81.0
2012-05-03 06:00:00,1.0,67.0,,67.0,24.5,93.0,997.5,25.7,NE,3.6,0.0,0.0,67.0
2012-05-03 07:00:00,1.0,71.0,,71.0,25.7,94.0,997.8,26.7,SW,3.3,0.8,0.8,71.0
2012-05-03 08:00:00,1.0,80.0,,80.0,25.8,94.0,998.5,26.8,SE,2.0,1.2,2.0,80.0
2012-05-03 09:00:00,1.0,85.0,,85.0,25.2,92.0,998.8,26.6,SW,2.0,2.4,4.4,85.0
2012-05-03 10:00:00,1.0,75.0,,75.0,24.1,86.0,998.6,26.6,SE,1.8,0.0,0.0,75.0
2012-05-03 11:00:00,1.0,68.0,,68.0,24.2,86.0,998.0,26.7,NE,0.6,0.0,0.0,68.0
2012-05-03 12:00:00,1.0,50.0,,50.0,24.6,91.0,997.5,26.2,NW,4.1,0.2,0.2,50.0
2012-05-03 13:00:00,1.0,49.0,,49.0,25.8,96.0,996.4,26.5,NE,2.5,10.8,11.0,49.0
2012-05-03 14:00:00,1.0,50.0,,50.0,22.7,92.0,995.6,24.1,NE,7.4,24.7,35.7,50.0
2012-05-03 15:00:00,1.0,48.0,,48.0,23.3,94.0,995.6,24.3,NE,11.6,7.6,43.3,48.0
2012-05-03 16:00:00,1.0,51.0,,51.0,23.9,89.0,995.4,25.9,NE,15.4,0.0,0.0,51.0
2012-05-03 17:00:00,1.0,54.0,,54.0,22.9,95.0,995.6,23.7,NE,17.3,20.9,20.9,54.0
2012-05-03 18:00:00,1.0,66.0,,66.0,22.8,96.0,995.4,23.5,SE,2.0,2.8,23.7,66.0
2012-05-03 19:00:00,1.0,60.0,,60.0,23.0,96.0,995.8,23.7,SE,4.7,0.0,0.0,60.0
2012-05-03 20:00:00,1.0,70.0,,70.0,22.9,96.0,996.5,23.6,NE,2.6,0.0,0.0,70.0
2012-05-03 21:00:00,1.0,106.0,,106.0,23.0,96.0,997.0,23.7,NE,5.0,0.0,0.0,106.0
2012-05-03 22:00:00,1.0,106.0,,106.0,22.8,96.0,997.8,23.5,NE,7.2,0.0,0.0,106.0
2012-05-03 23:00:00,1.0,112.0,,112.0,23.0,96.0,997.7,23.7,NE,9.3,0.0,0.0,112.0
2012-05-04 00:00:00,1.0,107.0,,107.0,23.0,95.0,997.9,23.9,NE,11.8,0.0,0.0,107.0
2012-05-04 01:00:00,1.0,120.0,,120.0,23.0,94.0,997.7,24.0,NE,14.2,0.0,0.0,120.0
2012-05-04 02:00:00,1.0,119.0,,119.0,23.1,94.0,997.3,24.1,NE,15.5,0.0,0.0,119.0
2012-05-04 03:00:00,1.0,131.0,,131.0,23.3,94.0,996.9,24.3,NE,17.4,0.0,0.0,131.0
2012-05-04 04:00:00,1.0,123.0,,123.0,23.3,94.0,996.7,24.3,NE,19.4,0.0,0.0,123.0
2012-05-04 05:00:00,1.0,95.0,,95.0,23.8,96.0,997.1,24.5,NW,1.1,0.0,0.0,95.0
2012-05-04 06:00:00,1.0,78.0,,78.0,23.6,95.0,997.3,24.5,NE,1.3,0.0,0.0,78.0
2012-05-04 07:00:00,1.0,81.0,,81.0,24.1,96.0,997.9,24.8,NE,3.5,0.0,0.0,81.0
2012-05-04 08:00:00,1.0,131.0,,131.0,24.8,94.0,998.6,25.8,NE,5.5,0.0,0.0,131.0
2012-05-04 09:00:00,1.0,119.0,,119.0,25.6,89.0,999.0,27.6,NE,6.5,0.0,0.0,119.0
2012-05-04 10:00:00,1.0,138.0,,138.0,26.6,82.0,998.9,30.0,SE,1.3,0.0,0.0,138.0
2012-05-04 11:00:00,1.0,140.0,,140.0,26.6,77.0,998.3,31.1,SW,0.8,0.0,0.0,140.0
2012-05-04 12:00:00,1.0,139.0,,139.0,25.7,70.0,998.0,31.9,SW,2.3,0.0,0.0,139.0
2012-05-04 13:00:00,1.0,141.0,,141.0,25.4,66.0,997.2,32.6,SW,3.4,0.0,0.0,141.0
2012-05-04 14:00:00,1.0,114.0,,114.0,24.8,60.0,996.6,33.6,NE,0.8,0.0,0.0,114.0
2012-05-04 15:00:00,1.0,,,,26.3,68.0,996.0,33.0,NE,2.5,0.0,0.0,123.0
2012-05-04 16:00:00,1.0,132.0,,132.0,26.2,69.0,995.6,32.6,NE,3.9,0.0,0.0,132.0
2012-05-04 17:00:00,1.0,111.0,,111.0,24.7,85.0,996.0,27.4,NE,5.6,0.0,0.0,111.0
2012-05-04 18:00:00,1.0,108.0,,108.0,23.7,82.0,996.1,27.0,SE,1.6,0.0,0.0,108.0
2012-05-04 19:00:00,1.0,125.0,,125.0,24.0,86.0,996.9,26.5,SE,2.5,0.0,0.0,125.0
2012-05-04 20:00:00,1.0,137.0,,137.0,24.2,88.0,998.3,26.3,NE,2.3,0.0,0.0,137.0
2012-05-04 21:00:00,1.0,97.0,,97.0,24.2,91.0,998.8,25.8,NE,4.6,0.0,0.0,97.0
2012-05-04 22:00:00,1.0,75.0,,75.0,24.0,89.0,999.7,26.0,NE,5.7,0.0,0.0,75.0
2012-05-04 23:00:00,1.0,82.0,,82.0,23.8,89.0,999.9,25.8,cv,0.5,0.1,0.1,82.0
2012-05-05 00:00:00,1.0,85.0,,85.0,23.5,90.0,999.9,25.3,SE,0.8,0.0,0.0,85.0
2012-05-05 01:00:00,1.0,81.0,,81.0,23.9,93.0,1000.0,25.1,NE,1.7,0.0,0.0,81.0
2012-05-05 02:00:00,1.0,75.0,,75.0,23.9,93.0,999.4,25.1,NE,2.8,0.0,0.0,75.0
2012-05-05 03:00:00,1.0,77.0,,77.0,23.7,95.0,999.4,24.6,NE,4.6,2.5,2.5,77.0
2012-05-05 04:00:00,1.0,84.0,,84.0,23.6,96.0,999.4,24.3,NE,6.0,1.4,3.9,84.0
2012-05-05 05:00:00,1.0,95.0,,95.0,23.2,96.0,999.6,23.9,NE,8.2,0.4,4.3,95.0
2012-05-05 06:00:00,1.0,77.0,,77.0,23.2,96.0,1000.2,23.9,NE,9.9,0.2,4.5,77.0
2012-05-05 07:00:00,1.0,69.0,,69.0,23.3,97.0,1001.6,23.8,NE,11.7,5.4,9.9,69.0
2012-05-05 08:00:00,1.0,99.0,,99.0,22.8,97.0,1002.6,23.3,SW,1.5,10.3,20.2,99.0
2012-05-05 09:00:00,1.0,89.0,,89.0,22.8,97.0,1002.8,23.3,SE,2.0,8.4,28.6,89.0
2012-05-05 10:00:00,1.0,82.0,,82.0,23.3,97.0,1002.9,23.8,SW,0.7,0.5,29.1,82.0
2012-05-05 11:00:00,1.0,64.0,,64.0,23.3,87.0,1003.0,25.6,SW,2.7,0.0,0.0,64.0
2012-05-05 12:00:00,1.0,53.0,,53.0,23.5,77.0,1002.2,27.9,SW,3.5,0.0,0.0,53.0
2012-05-05 13:00:00,1.0,53.0,,53.0,23.9,73.0,1001.1,29.2,NW,2.1,0.0,0.0,53.0
2012-05-05 14:00:00,1.0,51.0,,51.0,23.4,67.0,1000.4,30.2,SW,2.1,0.0,0.0,51.0
2012-05-05 15:00:00,1.0,55.0,,55.0,24.4,78.0,1000.0,28.6,NE,2.2,0.0,0.0,55.0
2012-05-05 16:00:00,1.0,58.0,,58.0,24.5,81.0,999.5,28.1,SE,2.5,0.0,0.0,58.0
2012-05-05 17:00:00,1.0,62.0,,62.0,23.8,80.0,999.2,27.6,SE,3.7,0.0,0.0,62.0
2012-05-05 18:00:00,1.0,73.0,,73.0,24.2,85.0,999.1,26.9,SW,1.0,0.0,0.0,73.0
2012-05-05 19:00:00,1.0,78.0,,78.0,24.6,91.0,999.6,26.2,NE,1.0,0.0,0.0,78.0
2012-05-05 20:00:00,1.0,82.0,,82.0,24.3,90.0,1000.4,26.1,NW,0.6,0.0,0.0,82.0
2012-05-05 21:00:00,1.0,72.0,,72.0,24.3,93.0,1001.3,25.5,cv,0.1,0.0,0.0,72.0
2012-05-05 22:00:00,1.0,73.0,,73.0,24.5,94.0,1001.8,25.5,SW,1.2,0.0,0.0,73.0
2012-05-05 23:00:00,1.0,56.0,,56.0,24.1,92.0,1002.3,25.5,SW,3.4,0.0,0.0,56.0
2012-05-06 00:00:00,1.0,67.0,,67.0,23.9,91.0,1002.1,25.5,SW,6.6,0.0,0.0,67.0
2012-05-06 01:00:00,1.0,78.0,,78.0,23.3,89.0,1001.7,25.2,SW,10.1,0.0,0.0,78.0
2012-05-06 02:00:00,1.0,75.0,,75.0,23.2,90.0,1001.2,25.0,SE,1.2,0.0,0.0,75.0
2012-05-06 03:00:00,1.0,85.0,,85.0,23.3,92.0,1001.2,24.7,SE,2.0,0.0,0.0,85.0
2012-05-06 04:00:00,1.0,87.0,,87.0,23.4,94.0,1001.2,24.4,NE,1.0,0.0,0.0,87.0
2012-05-06 05:00:00,1.0,114.0,,114.0,23.0,93.0,1001.6,24.2,NE,2.3,0.0,0.0,114.0
2012-05-06 06:00:00,1.0,96.0,,96.0,22.9,94.0,1001.8,23.9,NE,3.7,0.2,0.2,96.0
2012-05-06 07:00:00,1.0,104.0,,104.0,22.8,95.0,1002.6,23.6,NE,5.4,4.8,5.0,104.0
2012-05-06 08:00:00,1.0,110.0,,110.0,23.0,96.0,1003.3,23.7,NE,7.4,0.0,0.0,110.0
2012-05-06 09:00:00,1.0,114.0,,114.0,23.9,93.0,1003.5,25.1,NE,8.4,0.1,0.1,114.0
2012-05-06 10:00:00,1.0,132.0,,132.0,23.7,89.0,1004.0,25.6,NE,9.6,0.0,0.0,132.0
2012-05-06 11:00:00,1.0,109.0,,109.0,23.6,84.0,1003.7,26.5,NE,11.0,0.0,0.0,109.0
2012-05-06 12:00:00,1.0,109.0,,109.0,24.2,84.0,1003.2,27.1,SE,1.9,0.0,0.0,109.0
2012-05-06 13:00:00,1.0,99.0,,99.0,23.7,79.0,1002.5,27.7,SE,3.3,0.0,0.0,99.0
2012-05-06 14:00:00,1.0,107.0,,107.0,24.1,73.0,1001.3,29.5,SE,4.5,0.0,0.0,107.0
2012-05-06 15:00:00,1.0,145.0,,145.0,24.5,72.0,1000.7,30.1,SE,6.0,0.0,0.0,145.0
2012-05-06 16:00:00,1.0,144.0,,144.0,24.5,77.0,1000.4,28.9,SE,7.4,0.0,0.0,144.0
2012-05-06 17:00:00,1.0,143.0,,143.0,22.9,93.0,1000.9,24.1,NW,1.9,6.3,6.3,143.0
2012-05-06 18:00:00,1.0,144.0,,144.0,23.0,95.0,1001.7,23.9,NE,1.9,1.4,7.7,144.0
2012-05-06 19:00:00,1.0,106.0,,106.0,23.2,96.0,1001.9,23.9,NE,3.5,3.3,11.0,106.0
2012-05-06 20:00:00,1.0,86.0,,86.0,23.0,96.0,1002.1,23.7,NE,5.1,0.8,11.8,86.0
2012-05-06 21:00:00,1.0,59.0,,59.0,22.9,96.0,1001.7,23.6,NE,7.6,0.0,0.0,59.0
2012-05-06 22:00:00,1.0,65.0,,65.0,23.1,97.0,1002.1,23.6,NE,9.0,0.0,0.0,65.0
2012-05-06 23:00:00,1.0,62.0,,62.0,23.0,96.0,1002.7,23.7,NE,10.4,0.0,0.0,62.0
2012-05-07 00:00:00,1.0,62.0,,62.0,23.3,97.0,1002.8,23.8,NW,1.0,0.0,0.0,62.0
2012-05-07 01:00:00,1.0,69.0,,69.0,23.3,97.0,1002.7,23.8,NW,1.9,0.0,0.0,69.0
2012-05-07 02:00:00,1.0,70.0,,70.0,23.3,97.0,1002.1,23.8,SE,0.7,0.1,0.1,70.0
2012-05-07 03:00:00,1.0,79.0,,79.0,23.2,97.0,1002.2,23.7,NE,1.4,0.0,0.0,79.0
2012-05-07 04:00:00,1.0,106.0,,106.0,23.4,97.0,1002.1,23.9,cv,0.2,0.0,0.0,106.0
2012-05-07 05:00:00,1.0,80.0,,80.0,23.4,97.0,1002.1,23.9,NW,0.6,0.0,0.0,80.0
2012-05-07 06:00:00,1.0,79.0,,79.0,23.3,97.0,1002.2,23.8,NE,1.3,0.0,0.0,79.0
2012-05-07 07:00:00,1.0,94.0,,94.0,23.5,97.0,1002.4,24.0,SE,1.1,0.0,0.0,94.0
2012-05-07 08:00:00,1.0,85.0,,85.0,23.4,96.0,1002.9,24.1,NE,1.5,0.0,0.0,85.0
2012-05-07 09:00:00,1.0,83.0,,83.0,23.8,93.0,1003.0,25.0,NE,3.4,0.0,0.0,83.0
2012-05-07 10:00:00,1.0,83.0,,83.0,24.4,85.0,1002.8,27.1,SE,1.2,0.0,0.0,83.0
2012-05-07 11:00:00,1.0,81.0,,81.0,23.8,77.0,1002.8,28.2,SE,4.0,0.0,0.0,81.0
2012-05-07 12:00:00,1.0,76.0,,76.0,24.2,74.0,1002.4,29.3,SE,6.7,0.0,0.0,76.0
2012-05-07 13:00:00,1.0,78.0,,78.0,24.5,72.0,1001.8,30.1,SE,9.9,0.0,0.0,78.0
2012-05-07 14:00:00,1.0,89.0,,89.0,23.2,66.0,1000.6,30.3,SW,2.2,0.0,0.0,89.0
2012-05-07 15:00:00,1.0,103.0,,103.0,23.6,64.0,1000.0,31.2,SW,6.5,0.0,0.0,103.0
2012-05-07 16:00:00,1.0,104.0,,104.0,24.1,70.0,999.4,30.2,SE,2.8,0.0,0.0,104.0
2012-05-07 17:00:00,1.0,123.0,,123.0,23.2,68.0,999.2,29.7,SW,4.7,0.0,0.0,123.0
2012-05-07 18:00:00,1.0,106.0,,106.0,23.3,73.0,999.1,28.6,SW,6.9,0.0,0.0,106.0
2012-05-07 19:00:00,1.0,98.0,,98.0,23.6,79.0,999.5,27.6,SW,8.7,0.0,0.0,98.0
2012-05-07 20:00:00,1.0,104.0,,104.0,24.1,84.0,999.9,27.0,SE,2.1,0.0,0.0,104.0
2012-05-07 21:00:00,1.0,95.0,,95.0,24.2,87.0,1000.3,26.5,SE,4.7,0.0,0.0,95.0
2012-05-07 22:00:00,1.0,87.0,,87.0,24.0,86.0,1001.2,26.5,SW,2.9,0.0,0.0,87.0
2012-05-07 23:00:00,1.0,87.0,,87.0,23.9,86.0,1001.2,26.4,SW,6.9,0.0,0.0,87.0
2012-05-08 00:00:00,1.0,83.0,,83.0,24.2,89.0,1001.8,26.2,SW,9.2,0.0,0.0,83.0
2012-05-08 01:00:00,1.0,89.0,,89.0,24.2,90.0,1001.1,26.0,SE,2.0,0.0,0.0,89.0
2012-05-08 02:00:00,1.0,83.0,,83.0,24.3,91.0,1001.0,25.9,SW,2.0,0.0,0.0,83.0
2012-05-08 03:00:00,1.0,89.0,,89.0,24.2,91.0,1001.0,25.8,SW,3.6,0.0,0.0,89.0
2012-05-08 04:00:00,1.0,94.0,,94.0,24.2,93.0,1000.7,25.4,SE,1.4,0.0,0.0,94.0
2012-05-08 05:00:00,1.0,103.0,,103.0,24.3,94.0,1000.9,25.3,NE,0.8,0.0,0.0,103.0
2012-05-08 06:00:00,1.0,95.0,,95.0,24.4,94.0,1001.3,25.4,SE,0.7,0.0,0.0,95.0
2012-05-08 07:00:00,1.0,125.0,,125.0,24.6,94.0,1001.6,25.6,SW,1.4,0.0,0.0,125.0
2012-05-08 08:00:00,1.0,125.0,,125.0,25.0,86.0,1001.9,27.6,SE,1.7,0.0,0.0,125.0
2012-05-08 09:00:00,1.0,127.0,,127.0,24.2,78.0,1001.9,28.4,SW,3.4,0.0,0.0,127.0
2012-05-08 10:00:00,1.0,136.0,,136.0,24.2,73.0,1002.0,29.6,SW,7.6,0.0,0.0,136.0
2012-05-08 11:00:00,1.0,105.0,,105.0,24.1,69.0,1001.9,30.4,SW,10.5,0.0,0.0,105.0
2012-05-08 12:00:00,1.0,94.0,,94.0,23.5,65.0,1001.7,30.8,SW,14.1,0.0,0.0,94.0
2012-05-08 13:00:00,1.0,91.0,,91.0,24.1,63.0,1000.8,32.0,SW,16.7,0.0,0.0,91.0
2012-05-08 14:00:00,1.0,80.0,,80.0,24.0,62.0,1000.1,32.2,NW,2.5,0.0,0.0,80.0
2012-05-08 15:00:00,1.0,76.0,,76.0,24.1,57.0,998.8,33.8,SW,2.3,0.0,0.0,76.0
2012-05-08 16:00:00,1.0,80.0,,80.0,24.1,59.0,998.3,33.2,SW,5.3,0.0,0.0,80.0
2012-05-08 17:00:00,1.0,95.0,,95.0,24.8,66.0,997.9,31.9,SW,9.9,0.0,0.0,95.0
2012-05-08 18:00:00,1.0,94.0,,94.0,24.9,70.0,997.4,31.0,SW,13.4,0.0,0.0,94.0
2012-05-08 19:00:00,1.0,99.0,,99.0,24.9,75.0,997.6,29.8,SW,15.1,0.0,0.0,99.0
2012-05-08 20:00:00,1.0,98.0,,98.0,25.3,82.0,998.0,28.7,SE,3.0,0.0,0.0,98.0
2012-05-08 21:00:00,1.0,101.0,,101.0,25.3,85.0,998.5,28.1,SE,4.8,0.0,0.0,101.0
2012-05-08 22:00:00,1.0,97.0,,97.0,25.6,88.0,999.0,27.8,SW,2.1,0.0,0.0,97.0
2012-05-08 23:00:00,1.0,85.0,,85.0,24.9,85.0,999.9,27.7,SW,3.5,0.0,0.0,85.0
2012-05-09 00:00:00,1.0,77.0,,77.0,24.7,88.0,1000.0,26.9,SW,4.8,0.0,0.0,77.0
2012-05-09 01:00:00,1.0,102.0,,102.0,24.9,90.0,1000.3,26.7,SW,6.5,0.0,0.0,102.0
2012-05-09 02:00:00,1.0,123.0,,123.0,24.8,90.0,1000.6,26.6,cv,0.5,0.0,0.0,123.0
2012-05-09 03:00:00,1.0,118.0,,118.0,24.6,89.0,1000.8,26.6,SW,1.2,0.0,0.0,118.0
2012-05-09 04:00:00,1.0,122.0,,122.0,24.0,87.0,1000.9,26.3,SW,2.1,0.0,0.0,122.0
2012-05-09 05:00:00,1.0,123.0,,123.0,23.9,90.0,1000.7,25.7,SW,3.1,0.0,0.0,123.0
2012-05-09 06:00:00,1.0,131.0,,131.0,24.1,93.0,1000.7,25.3,SW,4.2,0.0,0.0,131.0
2012-05-09 07:00:00,1.0,137.0,,137.0,24.6,91.0,1001.1,26.2,SW,5.6,0.0,0.0,137.0
2012-05-09 08:00:00,1.0,149.0,,149.0,24.9,82.0,1001.5,28.3,SW,8.4,0.0,0.0,149.0
2012-05-09 09:00:00,1.0,147.0,,147.0,24.8,75.0,1001.9,29.7,SW,10.2,0.0,0.0,147.0
2012-05-09 10:00:00,1.0,164.0,,164.0,24.4,70.0,1001.9,30.5,SW,11.9,0.0,0.0,164.0
2012-05-09 11:00:00,1.0,142.0,,142.0,23.6,63.0,1001.5,31.5,NW,1.1,0.0,0.0,142.0
2012-05-09 12:00:00,1.0,125.0,,125.0,24.5,61.0,1001.0,33.0,SW,2.7,0.0,0.0,125.0
2012-05-09 13:00:00,1.0,99.0,,99.0,23.6,57.0,1000.2,33.3,SW,5.0,0.0,0.0,99.0
2012-05-09 14:00:00,1.0,85.0,,85.0,24.1,56.0,999.4,34.1,NW,2.5,0.0,0.0,85.0
2012-05-09 15:00:00,1.0,84.0,,84.0,23.0,52.0,998.5,34.3,SW,1.3,0.0,0.0,84.0
2012-05-09 16:00:00,1.0,91.0,,91.0,23.1,52.0,997.6,34.4,SW,3.1,0.0,0.0,91.0
2012-05-09 17:00:00,1.0,86.0,,86.0,22.7,51.0,997.4,34.3,SW,5.1,0.0,0.0,86.0
2012-05-09 18:00:00,1.0,94.0,,94.0,23.0,55.0,997.5,33.3,SW,6.7,0.0,0.0,94.0
2012-05-09 19:00:00,1.0,100.0,,100.0,24.5,68.0,998.5,31.1,SE,2.9,0.0,0.0,100.0
2012-05-09 20:00:00,1.0,101.0,,101.0,24.5,72.0,999.1,30.1,SW,2.3,0.0,0.0,101.0
2012-05-09 21:00:00,1.0,112.0,,112.0,25.3,86.0,1000.3,27.9,NE,1.1,0.0,0.0,112.0
2012-05-09 22:00:00,1.0,133.0,,133.0,25.4,89.0,1000.5,27.4,NE,1.9,0.0,0.0,133.0
2012-05-09 23:00:00,1.0,150.0,,150.0,25.5,90.0,1000.8,27.3,SW,1.0,0.0,0.0,150.0
