datetime,season,PM_Jingan,PM_US Post,PM_Xuhui,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec,PM_Average
2012-05-23 04:00:00,1,,45.0,,16.0,82.77,1011.9,19.0,SE,13.0,0.0,0.0,45.0
2012-05-23 05:00:00,1,,43.0,,16.0,82.77,1011.9,19.0,SE,15.0,0.1,0.1,43.0
2012-05-23 06:00:00,1,,45.0,,17.0,88.2,1011.9,19.0,SE,16.0,0.0,0.0,45.0
2012-05-23 07:00:00,1,,38.0,,17.0,88.2,1011.9,19.0,SE,18.0,0.0,0.0,38.0
2012-05-23 08:00:00,1,,38.0,,17.0,82.89,1011.9,20.0,SE,20.0,0.0,0.0,38.0
2012-05-23 09:00:00,1,,39.0,,17.0,77.94,1011.9,21.0,SE,24.0,0.0,0.0,39.0
2012-05-23 10:00:00,1,,38.0,,17.0,77.94,1011.9,21.0,SE,27.0,0.0,0.0,38.0
2012-05-23 11:00:00,1,,34.0,,17.0,73.32,1011.9,22.0,SE,29.0,0.0,0.0,34.0
2012-05-23 12:00:00,1,,31.0,,17.0,73.32,1011.9,22.0,SE,31.0,0.0,0.0,31.0
2012-05-23 13:00:00,1,,41.0,,16.0,64.76,1010.8,23.0,NE,2.0,0.0,0.0,41.0
2012-05-23 14:00:00,1,,43.0,,16.0,64.76,1010.8,23.0,NE,4.0,0.0,0.0,43.0
2012-05-23 15:00:00,1,,49.0,,17.0,69.01,1010.2,23.0,NE,8.0,0.0,0.0,49.0
2012-05-23 16:00:00,1,,57.0,,17.0,69.01,1010.2,23.0,NE,11.0,0.0,0.0,57.0
2012-05-23 17:00:00,1,,47.0,,17.0,73.32,1010.2,22.0,NE,15.0,0.0,0.0,47.0
2012-05-23 18:00:00,1,,53.0,,17.0,73.32,1010.2,22.0,NE,18.0,0.0,0.0,53.0
2012-05-23 19:00:00,1,,59.0,,17.0,77.94,1010.8,21.0,NE,21.0,0.0,0.0,59.0
2012-05-23 20:00:00,1,,56.0,,18.0,83.01,1010.8,21.0,NE,24.0,0.0,0.0,56.0
2012-05-23 21:00:00,1,,50.0,,18.0,83.01,1010.8,21.0,NE,27.0,0.0,0.0,50.0
2012-05-23 22:00:00,1,,50.0,,18.0,83.01,1011.9,21.0,SE,2.0,1.3,1.3,50.0
2012-05-23 23:00:00,1,,38.0,,18.0,83.01,1010.8,21.0,SE,3.0,4.2,5.5,38.0
2012-05-24 00:00:00,1,,47.0,,19.0,88.37,1010.2,21.0,cv,2.0,2.4,7.9,47.0
2012-05-24 01:00:00,1,,27.0,,19.0,88.37,1010.2,21.0,cv,3.0,1.3,9.2,27.0
2012-05-24 02:00:00,1,,31.0,,19.0,93.98,1010.2,20.0,cv,4.0,2.3,11.5,31.0
2012-05-24 03:00:00,1,,19.0,,17.0,88.2,1010.2,19.0,NE,3.0,1.6,13.1,19.0
2012-05-24 04:00:00,1,,27.0,,17.0,88.2,1010.2,19.0,NE,5.0,3.1,16.2,27.0
2012-05-24 05:00:00,1,,32.0,,17.0,88.2,1010.2,19.0,NE,9.0,1.6,17.8,32.0
2012-05-24 06:00:00,1,,39.0,,17.0,93.89,1010.2,18.0,NE,12.0,4.3,22.1,39.0
2012-05-24 07:00:00,1,,27.0,,17.0,93.89,1010.2,18.0,NE,14.0,2.2,24.3,27.0
2012-05-24 08:00:00,1,,27.0,,18.0,93.94,1010.2,19.0,NE,17.0,0.0,0.0,27.0
2012-05-24 09:00:00,1,,25.0,,19.0,100.0,1010.2,19.0,NE,21.0,0.2,0.2,25.0
2012-05-24 10:00:00,1,,29.0,,20.0,100.0,1009.1,20.0,NE,24.0,0.0,0.0,29.0
2012-05-24 11:00:00,1,,43.0,,19.0,93.98,1009.1,20.0,NE,27.0,0.1,0.1,43.0
2012-05-24 12:00:00,1,,44.0,,19.0,88.37,1009.1,21.0,NE,30.0,0.2,0.3,44.0
2012-05-24 13:00:00,1,,51.0,,19.0,88.37,1008.1,21.0,NE,33.0,0.3,0.6,51.0
2012-05-24 14:00:00,1,,44.0,,19.0,93.98,1008.1,20.0,NE,36.0,0.0,0.0,44.0
2012-05-24 15:00:00,1,,50.0,,19.0,93.98,1008.1,20.0,NE,39.0,0.0,0.0,50.0
2012-05-24 16:00:00,1,,42.0,,19.0,93.98,1008.1,20.0,NE,42.0,0.0,0.0,42.0
2012-05-24 17:00:00,1,,34.0,,19.0,93.98,1008.1,20.0,NE,44.0,0.0,0.0,34.0
2012-05-24 18:00:00,1,,41.0,,19.0,93.98,1008.1,20.0,NE,46.0,0.2,0.2,41.0
2012-05-24 19:00:00,1,,44.0,,19.0,93.98,1008.1,20.0,NE,50.0,1.1,1.3,44.0
2012-05-24 20:00:00,1,,46.0,,18.0,93.94,1009.1,19.0,NW,3.0,1.6,2.9,46.0
2012-05-24 21:00:00,1,,49.0,,19.0,100.0,1009.1,19.0,NW,6.0,0.8,3.7,49.0
2012-05-24 22:00:00,1,,51.0,,19.0,100.0,1010.2,19.0,NW,9.0,1.5,5.2,51.0
2012-05-24 23:00:00,1,,36.0,,19.0,100.0,1009.1,19.0,NW,12.0,0.1,5.3,36.0
2012-05-25 00:00:00,1,,20.0,,19.0,100.0,1009.1,19.0,NE,3.0,0.1,5.4,20.0
2012-05-25 01:00:00,1,,,,18.0,93.94,1009.1,19.0,NE,7.0,0.0,0.0,27.5
2012-05-25 02:00:00,1,,35.0,,18.0,93.94,1009.1,19.0,NE,10.0,0.0,0.0,35.0
2012-05-25 03:00:00,1,,37.0,,18.0,93.94,1009.1,19.0,NE,14.0,0.0,0.0,37.0
2012-05-25 04:00:00,1,,42.0,,17.0,93.89,1009.1,18.0,NE,18.0,0.0,0.0,42.0
2012-05-25 05:00:00,1,,39.0,,17.0,93.89,1009.1,18.0,NE,22.0,0.0,0.0,39.0
2012-05-25 06:00:00,1,,26.0,,18.0,93.94,1010.2,19.0,NE,25.0,0.0,0.0,26.0
2012-05-25 07:00:00,1,,38.0,,18.0,93.94,1010.2,19.0,NE,29.0,0.0,0.0,38.0
2012-05-25 08:00:00,1,,37.0,,18.0,93.94,1010.8,19.0,NE,33.0,0.0,0.0,37.0
2012-05-25 09:00:00,1,,33.0,,18.0,88.28,1010.8,20.0,NE,37.0,0.0,0.0,33.0
2012-05-25 10:00:00,1,,25.0,,18.0,88.28,1010.8,20.0,NE,42.0,0.0,0.0,25.0
2012-05-25 11:00:00,1,,23.0,,17.0,77.94,1010.8,21.0,NE,48.0,0.0,0.0,23.0
2012-05-25 12:00:00,1,,20.0,,16.0,68.81,1010.8,22.0,NE,52.0,0.0,0.0,20.0
2012-05-25 13:00:00,1,,23.0,,18.0,73.5,1010.8,23.0,NE,56.0,0.0,0.0,23.0
2012-05-25 14:00:00,1,,27.0,,17.0,69.01,1010.8,23.0,NE,61.0,0.0,0.0,27.0
2012-05-25 15:00:00,1,,27.0,,16.0,68.81,1010.8,22.0,NE,65.0,0.0,0.0,27.0
2012-05-25 16:00:00,1,,35.0,,17.0,73.32,1010.2,22.0,NE,69.0,0.0,0.0,35.0
2012-05-25 17:00:00,1,,27.0,,17.0,73.32,1010.8,22.0,NE,72.0,0.0,0.0,27.0
2012-05-25 18:00:00,1,,30.0,,16.0,68.81,1010.8,22.0,NE,75.0,0.0,0.0,30.0
2012-05-25 19:00:00,1,,22.0,,16.0,73.14,1011.9,21.0,NE,77.0,0.0,0.0,22.0
2012-05-25 20:00:00,1,,29.0,,16.0,73.14,1011.9,21.0,NE,79.0,0.0,0.0,29.0
2012-05-25 21:00:00,1,,23.0,,17.0,77.94,1011.9,21.0,SE,2.0,0.0,0.0,23.0
2012-05-25 22:00:00,1,,29.0,,17.0,77.94,1012.9,21.0,SE,4.0,0.0,0.0,29.0
2012-05-25 23:00:00,1,,25.0,,17.0,82.89,1012.9,20.0,SE,7.0,0.0,0.0,25.0
2012-05-26 00:00:00,1,,27.0,,16.0,77.79,1011.9,20.0,NE,2.0,0.1,0.1,27.0
2012-05-26 01:00:00,1,,24.0,,16.0,82.77,1010.8,19.0,SE,3.0,0.0,0.0,24.0
2012-05-26 02:00:00,1,,23.0,,16.0,82.77,1010.8,19.0,NE,2.0,0.0,0.0,23.0
2012-05-26 03:00:00,1,,37.0,,16.0,82.77,1010.8,19.0,NE,5.0,0.0,0.0,37.0
2012-05-26 04:00:00,1,,36.0,,17.0,93.89,1010.8,18.0,cv,0.0,0.0,0.0,36.0
2012-05-26 05:00:00,1,,32.0,,17.0,93.89,1010.8,18.0,cv,0.0,0.0,0.0,32.0
2012-05-26 06:00:00,1,,37.0,,17.0,88.2,1010.8,19.0,cv,0.0,0.0,0.0,37.0
2012-05-26 07:00:00,1,,40.0,,17.0,82.89,1011.9,20.0,cv,0.0,0.0,0.0,40.0
2012-05-26 08:00:00,1,,43.0,,17.0,77.94,1011.9,21.0,SW,2.0,0.0,0.0,43.0
2012-05-26 09:00:00,1,,32.0,,16.0,73.14,1011.9,21.0,SE,2.0,0.0,0.0,32.0
2012-05-26 10:00:00,1,,36.0,,16.0,64.76,1011.9,23.0,cv,1.0,0.0,0.0,36.0
2012-05-26 11:00:00,1,,44.0,,16.0,60.98,1011.9,24.0,SE,2.0,0.0,0.0,44.0
2012-05-26 12:00:00,1,,41.0,,16.0,57.44,1011.9,25.0,NE,2.0,0.0,0.0,41.0
2012-05-26 13:00:00,1,,38.0,,15.0,53.88,1010.8,25.0,SE,3.0,0.0,0.0,38.0
2012-05-26 14:00:00,1,,42.0,,15.0,50.78,1010.2,26.0,SE,7.0,0.0,0.0,42.0
2012-05-26 15:00:00,1,,33.0,,13.0,47.33,1010.2,25.0,SE,11.0,0.0,0.0,33.0
2012-05-26 16:00:00,1,,38.0,,13.0,47.33,1010.2,25.0,SE,15.0,0.0,0.0,38.0
2012-05-26 17:00:00,1,,45.0,,13.0,50.24,1010.2,24.0,SE,19.0,0.0,0.0,45.0
2012-05-26 18:00:00,1,,47.0,,12.0,49.97,1010.2,23.0,SW,5.0,0.0,0.0,47.0
2012-05-26 19:00:00,1,,47.0,,11.0,52.83,1010.8,21.0,SW,9.0,0.0,0.0,47.0
2012-05-26 20:00:00,1,,59.0,,11.0,56.19,1010.8,20.0,SW,13.0,0.0,0.0,59.0
2012-05-26 21:00:00,1,,60.0,,11.0,59.78,1011.9,19.0,SE,2.0,0.0,0.0,60.0
2012-05-26 22:00:00,1,,59.0,,12.0,63.87,1011.9,19.0,SE,3.0,0.0,0.0,59.0
2012-05-26 23:00:00,1,,63.0,,12.0,63.87,1011.9,19.0,SW,1.0,0.0,0.0,63.0
2012-05-27 00:00:00,1,,74.0,,12.0,67.99,1011.9,18.0,cv,1.0,0.0,0.0,74.0
2012-05-27 01:00:00,1,,79.0,,12.0,67.99,1010.8,18.0,cv,2.0,0.0,0.0,79.0
2012-05-27 02:00:00,1,,84.0,,12.0,72.42,1010.8,17.0,cv,2.0,0.0,0.0,84.0
2012-05-27 03:00:00,1,,80.0,,12.0,72.42,1010.8,17.0,cv,2.0,0.0,0.0,80.0
2012-05-27 04:00:00,1,,81.0,,13.0,77.32,1011.9,17.0,cv,2.0,0.0,0.0,81.0
2012-05-27 05:00:00,1,,87.0,,12.0,77.17,1011.9,16.0,cv,2.0,0.0,0.0,87.0
2012-05-27 06:00:00,1,,83.0,,15.0,77.64,1011.9,19.0,cv,2.0,0.0,0.0,83.0
2012-05-27 07:00:00,1,,64.0,,13.0,60.27,1012.9,21.0,SE,1.0,0.0,0.0,64.0
2012-05-27 08:00:00,1,,58.0,,11.0,46.78,1012.9,23.0,SE,3.0,0.0,0.0,58.0
2012-05-27 09:00:00,1,,75.0,,11.0,44.04,1012.9,24.0,SE,5.0,0.0,0.0,75.0
2012-05-27 10:00:00,1,,67.0,,7.0,29.86,1012.9,26.0,SE,7.0,0.0,0.0,67.0
2012-05-27 11:00:00,1,,48.0,,8.0,31.97,1012.9,26.0,SE,9.0,0.0,0.0,48.0
2012-05-27 12:00:00,1,,59.0,,9.0,30.42,1012.9,28.0,NE,2.0,0.0,0.0,59.0
2012-05-27 13:00:00,1,,66.0,,9.0,30.42,1011.9,28.0,SW,3.0,0.0,0.0,66.0
2012-05-27 14:00:00,1,,64.0,,12.0,35.06,1011.9,29.0,SE,3.0,0.0,0.0,64.0
2012-05-27 15:00:00,1,,66.0,,11.0,34.78,1010.8,28.0,NE,4.0,0.0,0.0,66.0
2012-05-27 16:00:00,1,,51.0,,7.0,28.15,1010.8,27.0,SE,4.0,0.0,0.0,51.0
2012-05-27 17:00:00,1,,30.0,,4.0,24.24,1010.8,26.0,SE,8.0,0.0,0.0,30.0
2012-05-27 18:00:00,1,,39.0,,6.0,29.57,1011.9,25.0,SE,12.0,0.0,0.0,39.0
2012-05-27 19:00:00,1,,46.0,,4.0,29.0,1012.9,23.0,SE,15.0,0.0,0.0,46.0
2012-05-27 20:00:00,1,,68.0,,7.0,37.95,1012.9,22.0,SE,19.0,0.0,0.0,68.0
2012-05-27 21:00:00,1,,61.0,,7.0,37.95,1012.9,22.0,SE,23.0,0.0,0.0,61.0
2012-05-27 22:00:00,1,,61.0,,11.0,52.83,1013.9,21.0,NE,2.0,0.0,0.0,61.0
2012-05-27 23:00:00,1,,55.0,,11.0,52.83,1013.9,21.0,SE,3.0,0.0,0.0,55.0
2012-05-28 00:00:00,1,,52.0,,10.0,49.42,1013.9,21.0,SE,7.0,0.0,0.0,52.0
2012-05-28 01:00:00,1,,55.0,,12.0,60.03,1013.9,20.0,NE,3.0,0.0,0.0,55.0
2012-05-28 02:00:00,1,,54.0,,13.0,64.09,1013.9,20.0,NE,6.0,0.0,0.0,54.0
2012-05-28 03:00:00,1,,49.0,,14.0,68.4,1012.9,20.0,SE,4.0,0.0,0.0,49.0
2012-05-28 04:00:00,1,,56.0,,15.0,72.96,1013.9,20.0,NE,3.0,0.0,0.0,56.0
2012-05-28 05:00:00,1,,59.0,,15.0,72.96,1013.9,20.0,SE,3.0,0.0,0.0,59.0
2012-05-28 06:00:00,1,,54.0,,15.0,72.96,1013.9,20.0,SE,6.0,0.0,0.0,54.0
2012-05-28 07:00:00,1,,,,16.0,73.14,1014.9,21.0,SE,8.0,0.0,0.0,49.0
2012-05-28 08:00:00,1,,,,15.0,60.74,1014.9,23.0,SE,12.0,0.0,0.0,44.0
2012-05-28 09:00:00,1,,,,13.0,44.61,1014.9,26.0,SE,16.0,0.0,0.0,39.0
2012-05-28 10:00:00,1,,34.0,,8.0,30.14,1015.9,27.0,SE,21.0,0.0,0.0,34.0
2012-05-28 11:00:00,1,,,,10.0,32.54,1015.9,28.0,SE,26.0,0.0,0.0,36.0
2012-05-28 12:00:00,1,,38.0,,10.0,32.54,1015.9,28.0,SE,31.0,0.0,0.0,38.0
2012-05-28 13:00:00,1,,38.0,,11.0,32.82,1014.9,29.0,NE,5.0,0.0,0.0,38.0
2012-05-28 14:00:00,1,,32.0,,11.0,34.78,1014.9,28.0,NE,11.0,0.0,0.0,32.0
2012-05-28 15:00:00,1,,36.0,,11.0,34.78,1014.9,28.0,SE,6.0,0.0,0.0,36.0
2012-05-28 16:00:00,1,,36.0,,12.0,39.39,1014.9,27.0,SE,11.0,0.0,0.0,36.0
2012-05-28 17:00:00,1,,29.0,,12.0,41.78,1014.9,26.0,SE,17.0,0.0,0.0,29.0
2012-05-28 18:00:00,1,,34.0,,12.0,44.33,1014.9,25.0,SE,21.0,0.0,0.0,34.0
2012-05-28 19:00:00,1,,59.0,,13.0,53.36,1014.9,23.0,SE,25.0,0.0,0.0,59.0
2012-05-28 20:00:00,1,,89.0,,14.0,56.95,1015.9,23.0,SE,28.0,0.0,0.0,89.0
2012-05-28 21:00:00,1,,104.0,,13.0,56.69,1016.9,22.0,SE,31.0,0.0,0.0,104.0
2012-05-28 22:00:00,1,,130.0,,11.0,52.83,1016.9,21.0,NE,3.0,0.0,0.0,130.0
2012-05-28 23:00:00,1,,104.0,,10.0,49.42,1016.9,21.0,SE,3.0,0.0,0.0,104.0
2012-05-29 00:00:00,1,,81.0,,10.0,49.42,1016.9,21.0,SE,6.0,0.0,0.0,81.0
2012-05-29 01:00:00,1,,60.0,,10.0,52.56,1016.9,20.0,SE,9.0,0.0,0.0,60.0
2012-05-29 02:00:00,1,,61.0,,11.0,59.78,1016.9,19.0,SE,11.0,0.0,0.0,61.0
2012-05-29 03:00:00,1,,59.0,,12.0,63.87,1015.9,19.0,SE,13.0,0.0,0.0,59.0
2012-05-29 04:00:00,1,,61.0,,13.0,68.2,1015.9,19.0,SE,15.0,0.0,0.0,61.0
2012-05-29 05:00:00,1,,60.0,,12.0,60.03,1015.9,20.0,SE,17.0,0.0,0.0,60.0
2012-05-29 06:00:00,1,,53.0,,13.0,64.09,1015.9,20.0,SE,21.0,0.0,0.0,53.0
2012-05-29 07:00:00,1,,60.0,,14.0,60.51,1015.9,22.0,SE,25.0,0.0,0.0,60.0
2012-05-29 08:00:00,1,,62.0,,15.0,60.74,1015.9,23.0,SE,30.0,0.0,0.0,62.0
2012-05-29 09:00:00,1,,61.0,,16.0,54.14,1015.9,26.0,SE,34.0,0.0,0.0,61.0
2012-05-29 10:00:00,1,,53.0,,15.0,47.88,1014.9,27.0,SE,39.0,0.0,0.0,53.0
2012-05-29 11:00:00,1,,42.0,,13.0,39.67,1014.9,28.0,SE,46.0,0.0,0.0,42.0
2012-05-29 12:00:00,1,,38.0,,14.0,42.34,1014.9,28.0,SE,54.0,0.0,0.0,38.0
2012-05-29 13:00:00,1,,45.0,,15.0,45.16,1013.9,28.0,SE,62.0,0.0,0.0,45.0
2012-05-29 14:00:00,1,,38.0,,15.0,47.88,1013.9,27.0,SE,69.0,0.0,0.0,38.0
2012-05-29 15:00:00,1,,42.0,,16.0,54.14,1012.9,26.0,SE,77.0,0.0,0.0,42.0
2012-05-29 16:00:00,1,,38.0,,15.0,50.78,1012.9,26.0,SE,85.0,0.0,0.0,38.0
2012-05-29 17:00:00,1,,47.0,,16.0,57.44,1012.9,25.0,SE,91.0,0.0,0.0,47.0
2012-05-29 18:00:00,1,,43.0,,17.0,64.98,1012.9,24.0,SE,98.0,0.0,0.0,43.0
2012-05-29 19:00:00,1,,49.0,,18.0,73.5,1012.9,23.0,SE,105.0,0.0,0.0,49.0
2012-05-29 20:00:00,1,,50.0,,18.0,73.5,1012.9,23.0,SE,111.0,0.0,0.0,50.0
2012-05-29 21:00:00,1,,54.0,,18.0,73.5,1013.9,23.0,SE,116.0,0.0,0.0,54.0
2012-05-29 22:00:00,1,,41.0,,18.0,73.5,1012.9,23.0,SE,120.0,0.0,0.0,41.0
2012-05-29 23:00:00,1,,34.0,,19.0,78.24,1012.9,23.0,SE,124.0,0.0,0.0,34.0
2012-05-30 00:00:00,1,,29.0,,19.0,83.13,1012.9,22.0,SE,128.0,0.1,0.1,29.0
2012-05-30 01:00:00,1,,23.0,,19.0,83.13,1011.9,22.0,SE,133.0,0.6,0.7,23.0
2012-05-30 02:00:00,1,,30.0,,19.0,83.13,1010.8,22.0,SE,137.0,2.1,2.8,30.0
2012-05-30 03:00:00,1,,19.0,,19.0,88.37,1010.8,21.0,NE,4.0,6.5,9.3,19.0
2012-05-30 04:00:00,1,,15.0,,19.0,88.37,1011.9,21.0,NE,7.0,9.6,18.9,15.0
2012-05-30 05:00:00,1,,12.0,,17.0,82.89,1010.8,20.0,SE,4.0,4.0,22.9,12.0
2012-05-30 06:00:00,1,,12.0,,17.0,88.2,1010.8,19.0,NE,5.0,4.0,26.9,12.0
2012-05-30 07:00:00,1,,19.0,,17.0,88.2,1010.8,19.0,NE,10.0,3.6,30.5,19.0
2012-05-30 08:00:00,1,,19.0,,16.0,82.77,1011.9,19.0,NE,15.0,2.9,33.4,19.0
2012-05-30 09:00:00,1,,16.0,,15.0,77.64,1011.9,19.0,NE,21.0,1.0,34.4,16.0
2012-05-30 10:00:00,1,,22.0,,16.0,82.77,1011.9,19.0,NE,25.0,2.3,36.7,22.0
2012-05-30 11:00:00,1,,22.0,,16.0,82.77,1011.9,19.0,NE,31.0,0.5,37.2,22.0
2012-05-30 12:00:00,1,,17.0,,17.0,82.89,1011.9,20.0,NE,38.0,0.0,0.0,17.0
2012-05-30 13:00:00,1,,11.0,,18.0,83.01,1010.8,21.0,NE,45.0,0.0,0.0,11.0
2012-05-30 14:00:00,1,,24.0,,18.0,78.09,1010.8,22.0,NE,52.0,0.0,0.0,24.0
2012-05-30 15:00:00,1,,20.0,,18.0,78.09,1010.8,22.0,NE,60.0,0.0,0.0,20.0
2012-05-30 16:00:00,1,,19.0,,18.0,78.09,1010.8,22.0,SE,8.0,0.2,0.2,19.0
2012-05-30 17:00:00,1,,19.0,,18.0,83.01,1011.9,21.0,NE,5.0,0.0,0.0,19.0
2012-05-30 18:00:00,1,,17.0,,17.0,77.94,1012.9,21.0,NE,11.0,0.0,0.0,17.0
2012-05-30 19:00:00,1,,19.0,,16.0,77.79,1013.9,20.0,NE,15.0,0.0,0.0,19.0
2012-05-30 20:00:00,1,,25.0,,16.0,77.79,1014.9,20.0,NE,18.0,0.0,0.0,25.0
2012-05-30 21:00:00,1,,21.0,,16.0,77.79,1014.9,20.0,NE,22.0,0.0,0.0,21.0
2012-05-30 22:00:00,1,,12.0,,16.0,77.79,1014.9,20.0,NE,26.0,0.0,0.0,12.0
2012-05-30 23:00:00,1,,16.0,,16.0,77.79,1014.9,20.0,NE,29.0,0.0,0.0,16.0
2012-05-31 00:00:00,1,,14.0,,15.0,72.96,1014.9,20.0,NE,34.0,0.0,0.0,14.0
2012-05-31 01:00:00,1,,17.0,,16.0,77.79,1014.9,20.0,NE,38.0,0.0,0.0,17.0
2012-05-31 02:00:00,1,,13.0,,16.0,82.77,1014.9,19.0,NE,42.0,0.0,0.0,13.0
2012-05-31 03:00:00,1,,18.0,,17.0,88.2,1014.9,19.0,NE,46.0,0.0,0.0,18.0
2012-05-31 04:00:00,1,,14.0,,16.0,82.77,1014.9,19.0,NE,48.0,0.0,0.0,14.0
2012-05-31 05:00:00,1,,12.0,,16.0,82.77,1015.9,19.0,NE,50.0,0.0,0.0,12.0
2012-05-31 06:00:00,1,,17.0,,16.0,82.77,1015.9,19.0,NE,54.0,0.0,0.0,17.0
2012-05-31 07:00:00,1,,26.0,,16.0,77.79,1016.9,20.0,NE,58.0,0.0,0.0,26.0
2012-05-31 08:00:00,1,,36.0,,16.0,73.14,1016.9,21.0,NE,63.0,0.0,0.0,36.0
2012-05-31 09:00:00,1,,28.0,,15.0,64.54,1016.9,22.0,NE,67.0,0.0,0.0,28.0
2012-05-31 10:00:00,1,,28.0,,16.0,64.76,1016.9,23.0,NE,71.0,0.0,0.0,28.0
2012-05-31 11:00:00,1,,28.0,,16.0,64.76,1016.9,23.0,NE,76.0,0.0,0.0,28.0
2012-05-31 12:00:00,1,,23.0,,16.0,60.98,1015.9,24.0,NE,82.0,0.0,0.0,23.0
2012-05-31 13:00:00,1,,30.0,,16.0,64.76,1015.9,23.0,NE,87.0,0.0,0.0,30.0
2012-05-31 14:00:00,1,,30.0,,17.0,69.01,1014.9,23.0,NE,92.0,0.0,0.0,30.0
2012-05-31 15:00:00,1,,32.0,,16.0,60.98,1014.9,24.0,NE,97.0,0.0,0.0,32.0
2012-05-31 16:00:00,1,,33.0,,16.0,60.98,1014.9,24.0,NE,102.0,0.0,0.0,33.0
2012-05-31 17:00:00,1,,41.0,,16.0,64.76,1014.9,23.0,NE,107.0,0.0,0.0,41.0
2012-05-31 18:00:00,1,,38.0,,16.0,64.76,1014.9,23.0,NE,111.0,0.0,0.0,38.0
2012-05-31 19:00:00,1,,38.0,,16.0,68.81,1015.9,22.0,NE,115.0,0.0,0.0,38.0
2012-05-31 20:00:00,1,,47.0,,16.0,73.14,1015.9,21.0,NE,119.0,0.0,0.0,47.0
2012-05-31 21:00:00,1,,52.0,,16.0,73.14,1015.9,21.0,NE,122.0,0.0,0.0,52.0
2012-05-31 22:00:00,1,,54.0,,16.0,73.14,1016.9,21.0,NE,124.0,0.0,0.0,54.0
2012-05-31 23:00:00,1,,45.0,,16.0,73.14,1016.9,21.0,NE,126.0,0.0,0.0,45.0
2012-06-01 00:00:00,2,,44.0,,16.0,77.79,1015.9,20.0,NE,129.0,0.0,0.0,44.0
2012-06-01 01:00:00,2,,44.0,,16.0,77.79,1014.9,20.0,NE,132.0,0.0,0.0,44.0
2012-06-01 02:00:00,2,,45.0,,16.0,77.79,1014.9,20.0,NE,134.0,0.0,0.0,45.0
2012-06-01 03:00:00,2,,40.0,,16.0,77.79,1014.9,20.0,NE,136.0,0.0,0.0,40.0
2012-06-01 04:00:00,2,,41.0,,17.0,82.89,1014.9,20.0,NE,140.0,0.0,0.0,41.0
2012-06-01 05:00:00,2,,41.0,,17.0,82.89,1013.9,20.0,NE,144.0,0.0,0.0,41.0
2012-06-01 06:00:00,2,,44.0,,17.0,82.89,1013.9,20.0,NE,147.0,0.0,0.0,44.0
2012-06-01 07:00:00,2,,45.0,,17.0,77.94,1014.9,21.0,NE,151.0,0.0,0.0,45.0
2012-06-01 08:00:00,2,,44.0,,17.0,77.94,1013.9,21.0,NE,156.0,0.0,0.0,44.0
2012-06-01 09:00:00,2,,45.0,,17.0,73.32,1014.9,22.0,SE,4.0,0.0,0.0,45.0
2012-06-01 10:00:00,2,,47.0,,17.0,69.01,1013.9,23.0,SE,7.0,0.0,0.0,47.0
2012-06-01 11:00:00,2,,48.0,,17.0,64.98,1013.9,24.0,NE,5.0,0.0,0.0,48.0
2012-06-01 12:00:00,2,,43.0,,16.0,60.98,1013.9,24.0,SE,4.0,0.0,0.0,43.0
2012-06-01 13:00:00,2,,44.0,,17.0,61.21,1012.9,25.0,SE,8.0,0.0,0.0,44.0
2012-06-01 14:00:00,2,,37.0,,16.0,57.44,1012.9,25.0,NE,4.0,0.0,0.0,37.0
2012-06-01 15:00:00,2,,43.0,,16.0,57.44,1011.9,25.0,NE,8.0,0.0,0.0,43.0
2012-06-01 16:00:00,2,,48.0,,16.0,60.98,1012.9,24.0,NE,11.0,0.0,0.0,48.0
2012-06-01 17:00:00,2,,49.0,,16.0,60.98,1011.9,24.0,NE,15.0,0.0,0.0,49.0
2012-06-01 18:00:00,2,,50.0,,15.0,60.74,1011.9,23.0,NE,19.0,0.0,0.0,50.0
2012-06-01 19:00:00,2,,59.0,,17.0,69.01,1012.9,23.0,NE,22.0,0.0,0.0,59.0
2012-06-01 20:00:00,2,,67.0,,17.0,73.32,1012.9,22.0,NE,25.0,0.0,0.0,67.0
2012-06-01 21:00:00,2,,42.0,,17.0,77.94,1013.9,21.0,NE,28.0,0.3,0.3,42.0
2012-06-01 22:00:00,2,,41.0,,17.0,82.89,1013.9,20.0,NE,30.0,0.8,1.1,41.0
2012-06-01 23:00:00,2,,42.0,,18.0,88.28,1013.9,20.0,SE,2.0,0.4,1.5,42.0
2012-06-02 00:00:00,2,,44.0,,18.0,88.28,1012.9,20.0,NE,2.0,0.1,1.6,44.0
2012-06-02 01:00:00,2,,44.0,,18.0,88.28,1012.9,20.0,cv,0.0,0.2,1.8,44.0
2012-06-02 02:00:00,2,,44.0,,18.0,88.28,1011.9,20.0,cv,0.0,0.5,2.3,44.0
2012-06-02 03:00:00,2,,34.0,,18.0,88.28,1011.9,20.0,NE,2.0,0.2,2.5,34.0
2012-06-02 04:00:00,2,,32.0,,18.0,88.28,1011.9,20.0,NE,5.0,0.0,0.0,32.0
2012-06-02 05:00:00,2,,35.0,,17.0,82.89,1011.9,20.0,NE,7.0,0.0,0.0,35.0
2012-06-02 06:00:00,2,,34.0,,17.0,82.89,1011.9,20.0,NE,9.0,0.0,0.0,34.0
2012-06-02 07:00:00,2,,40.0,,17.0,77.94,1012.9,21.0,NE,12.0,0.0,0.0,40.0
