datetime,season,PM_Caotangsi,PM_Shahepu,PM_US Post,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec,PM_Average
2012-07-21 15:00:00,2,,,46.0,24.0,88.78,1000.0,26.0,cv,2.0,0.0,0.0,46.0
2012-07-21 16:00:00,2,,,53.0,24.0,94.2,1000.0,25.0,cv,3.0,0.3,0.3,53.0
2012-07-21 17:00:00,2,,,32.0,24.0,88.78,1000.0,26.0,NW,2.0,0.1,0.4,32.0
2012-07-21 18:00:00,2,,,28.0,24.0,88.78,1000.0,26.0,NW,4.0,3.5,3.9,28.0
2012-07-21 19:00:00,2,,,21.0,24.0,94.2,1001.0,25.0,NW,8.0,10.6,14.5,21.0
2012-07-21 20:00:00,2,,,12.0,23.0,94.16,1002.0,24.0,NE,10.0,2.4,16.9,12.0
2012-07-21 21:00:00,2,,,15.0,23.0,94.16,1003.1,24.0,NE,16.0,2.4,19.3,15.0
2012-07-21 22:00:00,2,,,15.0,22.0,88.62,1003.1,24.0,NE,24.0,0.8,20.1,15.0
2012-07-21 23:00:00,2,,,14.0,21.0,83.37,1003.1,24.0,NE,34.0,0.1,20.2,14.0
2012-07-22 00:00:00,2,,,12.0,21.0,83.37,1003.1,24.0,NW,4.0,0.3,20.5,12.0
2012-07-22 01:00:00,2,,,14.0,22.0,88.62,1003.1,24.0,NW,7.0,0.0,0.0,14.0
2012-07-22 02:00:00,2,,,17.0,22.0,88.62,1004.1,24.0,NW,10.0,0.0,0.0,17.0
2012-07-22 03:00:00,2,,,21.0,22.0,88.62,1004.1,24.0,cv,0.0,0.4,0.4,21.0
2012-07-22 04:00:00,2,,,20.0,22.0,94.12,1004.1,23.0,SE,2.0,0.7,1.1,20.0
2012-07-22 05:00:00,2,,,26.0,21.0,94.07,1004.1,22.0,SW,2.0,0.1,1.2,26.0
2012-07-22 06:00:00,2,,,33.0,22.0,94.12,1004.1,23.0,SW,3.0,0.0,0.0,33.0
2012-07-22 07:00:00,2,,,36.0,22.0,94.12,1005.1,23.0,NW,1.0,0.0,0.0,36.0
2012-07-22 08:00:00,2,,,34.0,22.0,94.12,1005.1,23.0,SW,1.0,0.0,0.0,34.0
2012-07-22 09:00:00,2,,,39.0,22.0,94.12,1005.1,23.0,SW,2.0,0.0,0.0,39.0
2012-07-22 10:00:00,2,,,46.0,23.0,94.16,1006.1,24.0,cv,0.0,0.0,0.0,46.0
2012-07-22 11:00:00,2,,,41.0,23.0,88.7,1006.1,25.0,cv,1.0,0.0,0.0,41.0
2012-07-22 12:00:00,2,,,38.0,19.0,69.4,1007.1,25.0,NW,2.0,0.0,0.0,38.0
2012-07-22 13:00:00,2,,,34.0,18.0,61.44,1007.1,26.0,NE,3.0,0.0,0.0,34.0
2012-07-22 14:00:00,2,,,37.0,17.0,57.69,1006.1,26.0,NW,2.0,0.0,0.0,37.0
2012-07-22 15:00:00,2,,,29.0,18.0,57.93,1006.1,27.0,NW,3.0,0.0,0.0,29.0
2012-07-22 16:00:00,2,,,43.0,18.0,57.93,1006.1,27.0,SW,3.0,0.0,0.0,43.0
2012-07-22 17:00:00,2,,,38.0,19.0,65.41,1005.1,26.0,SW,6.0,0.0,0.0,38.0
2012-07-22 18:00:00,2,,,40.0,20.0,73.84,1005.1,25.0,cv,2.0,0.0,0.0,40.0
2012-07-22 19:00:00,2,,,38.0,21.0,83.37,1005.1,24.0,SE,3.0,0.0,0.0,38.0
2012-07-22 20:00:00,2,,,,21.0,88.54,1006.1,23.0,SW,2.0,0.0,0.0,36.8
2012-07-22 21:00:00,2,,,,21.0,88.54,1007.1,23.0,SE,2.0,0.0,0.0,35.6
2012-07-22 22:00:00,2,,,,21.0,88.54,1007.1,23.0,cv,1.0,0.0,0.0,34.4
2012-07-22 23:00:00,2,,,,21.0,88.54,1007.1,23.0,SW,1.0,0.0,0.0,33.2
2012-07-23 00:00:00,2,,,,21.0,88.54,1007.1,23.0,SW,2.0,0.0,0.0,32.0
2012-07-23 01:00:00,2,,,,21.0,88.54,1006.1,23.0,SW,4.0,0.0,0.0,30.8
2012-07-23 10:00:00,2,,,20.0,19.0,73.67,1008.1,24.0,cv,1.0,0.0,0.0,20.0
2012-07-23 11:00:00,2,,,33.0,18.0,65.19,1008.1,25.0,cv,2.0,0.0,0.0,33.0
2012-07-23 12:00:00,2,,,43.0,19.0,69.4,1008.1,25.0,cv,4.0,0.0,0.0,43.0
2012-07-23 13:00:00,2,,,43.0,19.0,65.41,1008.1,26.0,NE,2.0,0.0,0.0,43.0
2012-07-23 14:00:00,2,,,42.0,19.0,61.67,1007.1,27.0,NE,3.0,0.0,0.0,42.0
2012-07-23 15:00:00,2,,,57.0,19.0,61.67,1006.1,27.0,NW,1.0,0.0,0.0,57.0
2012-07-23 16:00:00,2,,,61.0,19.0,58.17,1006.1,28.0,NW,2.0,0.0,0.0,61.0
2012-07-23 17:00:00,2,,,62.0,20.0,65.62,1006.1,27.0,cv,1.0,0.0,0.0,62.0
2012-07-23 18:00:00,2,,,61.0,19.0,61.67,1006.1,27.0,cv,1.0,0.0,0.0,61.0
2012-07-23 19:00:00,2,,,65.0,20.0,69.6,1006.1,26.0,SW,1.0,0.0,0.0,65.0
2012-07-23 20:00:00,2,,,72.0,22.0,83.48,1007.1,25.0,SW,2.0,0.0,0.0,72.0
2012-07-23 21:00:00,2,,,69.0,21.0,78.53,1008.1,25.0,SW,3.0,0.0,0.0,69.0
2012-07-23 22:00:00,2,,,84.0,22.0,88.62,1008.1,24.0,cv,0.0,0.0,0.0,84.0
2012-07-23 23:00:00,2,,,86.0,21.0,83.37,1009.1,24.0,SW,1.0,0.0,0.0,86.0
2012-07-24 00:00:00,2,,,75.0,21.0,88.54,1008.1,23.0,SW,2.0,0.0,0.0,75.0
2012-07-24 01:00:00,2,,,68.0,21.0,88.54,1008.1,23.0,SW,3.0,0.0,0.0,68.0
2012-07-24 02:00:00,2,,,75.0,21.0,88.54,1008.1,23.0,cv,1.0,0.0,0.0,75.0
2012-07-24 03:00:00,2,,,64.0,21.0,88.54,1007.1,23.0,cv,2.0,0.0,0.0,64.0
2012-07-24 04:00:00,2,,,49.0,22.0,94.12,1007.1,23.0,SE,1.0,0.0,0.0,49.0
2012-07-24 05:00:00,2,,,44.0,22.0,94.12,1007.1,23.0,cv,0.0,0.0,0.0,44.0
2012-07-24 06:00:00,2,,,53.0,21.0,94.07,1007.1,22.0,NW,1.0,0.0,0.0,53.0
2012-07-24 07:00:00,2,,,51.0,22.0,94.12,1008.1,23.0,cv,0.0,0.0,0.0,51.0
2012-07-24 08:00:00,2,,,63.0,22.0,94.12,1009.1,23.0,cv,0.0,0.0,0.0,63.0
2012-07-24 09:00:00,2,,,70.0,21.0,83.37,1009.1,24.0,SW,1.0,0.0,0.0,70.0
2012-07-24 10:00:00,2,,,78.0,21.0,78.53,1009.1,25.0,cv,0.0,0.0,0.0,78.0
2012-07-24 11:00:00,2,,,88.0,20.0,65.62,1008.1,27.0,cv,1.0,0.0,0.0,88.0
2012-07-24 12:00:00,2,,,85.0,19.0,54.9,1008.1,29.0,cv,1.0,0.0,0.0,85.0
2012-07-24 13:00:00,2,,,83.0,20.0,58.42,1008.1,29.0,SE,1.0,0.0,0.0,83.0
2012-07-24 14:00:00,2,,,89.0,20.0,55.15,1007.1,30.0,NW,1.0,0.0,0.0,89.0
2012-07-24 15:00:00,2,,,91.0,20.0,55.15,1006.1,30.0,NE,1.0,0.0,0.0,91.0
2012-07-24 16:00:00,2,,,92.0,19.0,51.83,1006.1,30.0,SE,2.0,0.0,0.0,92.0
2012-07-24 17:00:00,2,,,63.0,19.0,54.9,1006.1,29.0,cv,1.0,0.0,0.0,63.0
2012-07-24 18:00:00,2,,,50.0,19.0,51.83,1006.1,30.0,NE,3.0,0.0,0.0,50.0
2012-07-24 19:00:00,2,,,62.0,20.0,58.42,1006.1,29.0,cv,0.0,0.0,0.0,62.0
2012-07-24 20:00:00,2,,,71.0,21.0,65.83,1006.1,28.0,cv,1.0,0.0,0.0,71.0
2012-07-24 21:00:00,2,,,75.0,22.0,78.68,1007.1,26.0,cv,1.0,0.0,0.0,75.0
2012-07-24 22:00:00,2,,,77.0,23.0,88.7,1008.1,25.0,cv,1.0,0.0,0.0,77.0
2012-07-24 23:00:00,2,,,74.0,22.0,88.62,1008.1,24.0,cv,1.0,0.0,0.0,74.0
2012-07-25 00:00:00,2,,,63.0,23.0,94.16,1008.1,24.0,cv,1.0,0.0,0.0,63.0
2012-07-25 01:00:00,2,,,74.0,22.0,88.62,1008.1,24.0,cv,1.0,0.0,0.0,74.0
2012-07-25 02:00:00,2,,,73.0,22.0,94.12,1008.1,23.0,cv,1.0,0.0,0.0,73.0
2012-07-25 03:00:00,2,,,81.0,22.0,94.12,1007.1,23.0,cv,1.0,0.0,0.0,81.0
2012-07-25 04:00:00,2,,,86.0,22.0,94.12,1007.1,23.0,cv,1.0,0.0,0.0,86.0
2012-07-25 05:00:00,2,,,90.0,21.0,88.54,1008.1,23.0,cv,1.0,0.0,0.0,90.0
2012-07-25 06:00:00,2,,,85.0,22.0,94.12,1008.1,23.0,cv,1.0,0.0,0.0,85.0
2012-07-25 07:00:00,2,,,100.0,22.0,94.12,1009.1,23.0,cv,1.0,0.0,0.0,100.0
2012-07-25 08:00:00,2,,,91.0,23.0,94.16,1009.1,24.0,cv,1.0,0.0,0.0,91.0
2012-07-25 09:00:00,2,,,82.0,24.0,94.2,1009.1,25.0,cv,1.0,0.0,0.0,82.0
2012-07-25 10:00:00,2,,,74.0,23.0,78.82,1009.1,27.0,cv,1.0,0.0,0.0,74.0
2012-07-25 11:00:00,2,,,64.0,22.0,66.04,1009.1,29.0,cv,1.0,0.0,0.0,64.0
2012-07-25 12:00:00,2,,,67.0,21.0,58.65,1008.1,30.0,NW,1.0,0.0,0.0,67.0
2012-07-25 13:00:00,2,,,85.0,21.0,55.4,1007.1,31.0,NE,1.0,0.0,0.0,85.0
2012-07-25 14:00:00,2,,,52.0,22.0,55.65,1006.1,32.0,SE,1.0,0.0,0.0,52.0
2012-07-25 15:00:00,2,,,37.0,22.0,52.6,1006.1,33.0,SW,2.0,0.0,0.0,37.0
2012-07-25 16:00:00,2,,,33.0,21.0,52.35,1005.1,32.0,NE,4.0,0.0,0.0,33.0
2012-07-25 17:00:00,2,,,40.0,21.0,49.49,1005.1,33.0,cv,2.0,0.0,0.0,40.0
2012-07-25 18:00:00,2,,,43.0,21.0,49.49,1004.1,33.0,SE,2.0,0.0,0.0,43.0
2012-07-25 19:00:00,2,,,44.0,23.0,62.57,1004.1,31.0,SW,2.0,0.0,0.0,44.0
2012-07-25 20:00:00,2,,,42.0,23.0,70.17,1005.1,29.0,SW,4.0,0.0,0.0,42.0
2012-07-25 21:00:00,2,,,48.0,24.0,78.97,1006.1,28.0,SW,6.0,0.0,0.0,48.0
2012-07-25 22:00:00,2,,,48.0,24.0,83.71,1007.1,27.0,SW,7.0,0.0,0.0,48.0
2012-07-25 23:00:00,2,,,40.0,24.0,83.71,1007.1,27.0,SW,8.0,0.0,0.0,40.0
2012-07-26 00:00:00,2,,,69.0,24.0,83.71,1007.1,27.0,NW,1.0,0.0,0.0,69.0
2012-07-26 01:00:00,2,,,78.0,24.0,83.71,1007.1,27.0,cv,0.0,0.0,0.0,78.0
2012-07-26 02:00:00,2,,,67.0,23.0,83.6,1006.1,26.0,cv,0.0,0.0,0.0,67.0
2012-07-26 03:00:00,2,,,73.0,23.0,83.6,1006.1,26.0,NW,1.0,0.0,0.0,73.0
2012-07-26 04:00:00,2,,,84.0,23.0,88.7,1006.1,25.0,cv,0.0,0.0,0.0,84.0
2012-07-26 05:00:00,2,,,75.0,23.0,88.7,1006.1,25.0,cv,0.0,0.0,0.0,75.0
2012-07-26 06:00:00,2,,,66.0,23.0,88.7,1006.1,25.0,SW,1.0,0.0,0.0,66.0
2012-07-26 07:00:00,2,,,64.0,24.0,94.2,1006.1,25.0,SW,2.0,0.0,0.0,64.0
2012-07-26 08:00:00,2,,,92.0,24.0,88.78,1006.1,26.0,cv,1.0,0.0,0.0,92.0
2012-07-26 09:00:00,2,,,114.0,24.0,83.71,1006.1,27.0,SW,2.0,0.0,0.0,114.0
2012-07-26 10:00:00,2,,,111.0,24.0,78.97,1006.1,28.0,SW,4.0,0.0,0.0,111.0
2012-07-26 11:00:00,2,,,90.0,23.0,62.57,1006.1,31.0,SW,6.0,0.0,0.0,90.0
2012-07-26 12:00:00,2,,,56.0,22.0,62.35,1005.1,30.0,cv,2.0,0.0,0.0,56.0
2012-07-26 13:00:00,2,,,56.0,23.0,59.13,1005.1,32.0,SE,4.0,0.0,0.0,56.0
2012-07-26 14:00:00,2,,,38.0,22.0,52.6,1004.1,33.0,SE,8.0,0.0,0.0,38.0
2012-07-26 15:00:00,2,,,36.0,22.0,55.65,1003.1,32.0,SE,11.0,0.0,0.0,36.0
2012-07-26 16:00:00,2,,,32.0,22.0,49.75,1002.0,34.0,SE,14.0,0.0,0.0,32.0
2012-07-26 17:00:00,2,,,32.0,21.0,49.49,1002.0,33.0,SE,19.0,0.0,0.0,32.0
2012-07-26 18:00:00,2,,,49.0,21.0,52.35,1002.0,32.0,SE,23.0,0.0,0.0,49.0
2012-07-26 19:00:00,2,,,54.0,22.0,58.89,1002.0,31.0,cv,2.0,0.0,0.0,54.0
2012-07-26 20:00:00,2,,,55.0,22.0,62.35,1002.0,30.0,SE,2.0,0.0,0.0,55.0
2012-07-26 21:00:00,2,,,48.0,23.0,66.25,1003.1,30.0,NE,2.0,0.0,0.0,48.0
2012-07-26 22:00:00,2,,,56.0,23.0,66.25,1003.1,30.0,NE,4.0,0.0,0.0,56.0
2012-07-26 23:00:00,2,,,67.0,25.0,83.82,1004.1,28.0,NW,2.0,0.0,0.0,67.0
2012-07-27 00:00:00,2,,,59.0,24.0,83.71,1004.1,27.0,NW,4.0,0.0,0.0,59.0
2012-07-27 01:00:00,2,,,70.0,25.0,88.86,1004.1,27.0,NW,6.0,0.0,0.0,70.0
2012-07-27 02:00:00,2,,,75.0,24.0,83.71,1003.1,27.0,NW,8.0,0.0,0.0,75.0
2012-07-27 03:00:00,2,,,65.0,24.0,88.78,1003.1,26.0,cv,1.0,0.0,0.0,65.0
2012-07-27 04:00:00,2,,,69.0,24.0,88.78,1002.0,26.0,NW,1.0,0.0,0.0,69.0
2012-07-27 05:00:00,2,,,80.0,24.0,88.78,1002.0,26.0,cv,1.0,0.0,0.0,80.0
2012-07-27 06:00:00,2,,,83.0,23.0,83.6,1002.0,26.0,NW,2.0,0.0,0.0,83.0
2012-07-27 07:00:00,2,,,77.0,24.0,88.78,1003.1,26.0,NW,4.0,0.0,0.0,77.0
2012-07-27 08:00:00,2,,,60.0,24.0,88.78,1003.1,26.0,cv,1.0,0.0,0.0,60.0
2012-07-27 09:00:00,2,,,68.0,24.0,83.71,1003.1,27.0,NW,2.0,1.6,1.6,68.0
2012-07-27 10:00:00,2,,,65.0,25.0,79.11,1003.1,29.0,NW,4.0,0.3,1.9,65.0
2012-07-27 11:00:00,2,,,64.0,24.0,78.97,1003.1,28.0,NW,6.0,0.0,0.0,64.0
2012-07-27 12:00:00,2,,,64.0,25.0,74.69,1003.1,30.0,NW,9.0,0.0,0.0,64.0
2012-07-27 13:00:00,2,,,76.0,24.0,66.45,1002.0,31.0,NE,3.0,0.0,0.0,76.0
2012-07-27 14:00:00,2,,,72.0,21.0,58.65,1002.0,30.0,NE,7.0,34.8,34.8,72.0
2012-07-27 15:00:00,2,,,63.0,23.0,83.6,1003.1,26.0,NW,3.0,8.7,43.5,63.0
2012-07-27 16:00:00,2,,,61.0,23.0,83.6,1002.0,26.0,SW,1.0,0.1,43.6,61.0
2012-07-27 17:00:00,2,,,26.0,24.0,88.78,1002.0,26.0,NW,2.0,0.0,0.0,26.0
2012-07-27 18:00:00,2,,,31.0,22.0,78.68,1002.0,26.0,NW,4.0,0.4,0.4,31.0
2012-07-27 19:00:00,2,,,31.0,22.0,83.48,1003.1,25.0,NW,7.0,0.2,0.6,31.0
2012-07-27 20:00:00,2,,,39.0,22.0,83.48,1003.1,25.0,cv,1.0,0.0,0.0,39.0
2012-07-27 21:00:00,2,,,40.0,23.0,88.7,1003.1,25.0,cv,1.0,0.0,0.0,40.0
2012-07-27 22:00:00,2,,,46.0,23.0,88.7,1005.1,25.0,cv,1.0,0.0,0.0,46.0
2012-07-27 23:00:00,2,,,47.0,23.0,88.7,1005.1,25.0,cv,1.0,0.0,0.0,47.0
2012-07-28 00:00:00,2,,,49.0,23.0,88.7,1005.1,25.0,NW,1.0,0.0,0.0,49.0
2012-07-28 01:00:00,2,,,55.0,23.0,94.16,1005.1,24.0,cv,0.0,0.0,0.0,55.0
2012-07-28 02:00:00,2,,,61.0,23.0,94.16,1004.1,24.0,cv,0.0,0.0,0.0,61.0
2012-07-28 03:00:00,2,,,70.0,22.0,88.62,1004.1,24.0,cv,0.0,0.0,0.0,70.0
2012-07-28 04:00:00,2,,,73.0,22.0,94.12,1004.1,23.0,NW,1.0,0.0,0.0,73.0
2012-07-28 05:00:00,2,,,90.0,22.0,94.12,1004.1,23.0,cv,0.0,0.0,0.0,90.0
2012-07-28 06:00:00,2,,,80.0,22.0,94.12,1004.1,23.0,cv,1.0,0.0,0.0,80.0
2012-07-28 07:00:00,2,,,79.0,22.0,88.62,1005.1,24.0,cv,2.0,0.0,0.0,79.0
2012-07-28 08:00:00,2,,,79.0,23.0,94.16,1006.1,24.0,SW,3.0,0.0,0.0,79.0
2012-07-28 09:00:00,2,,,77.0,24.0,94.2,1007.1,25.0,SW,5.0,0.0,0.0,77.0
2012-07-28 10:00:00,2,,,63.0,23.0,83.6,1007.1,26.0,SW,7.0,0.0,0.0,63.0
2012-07-28 11:00:00,2,,,56.0,23.0,83.6,1007.1,26.0,SW,9.0,0.0,0.0,56.0
2012-07-28 12:00:00,2,,,54.0,24.0,88.78,1006.1,26.0,cv,1.0,0.0,0.0,54.0
2012-07-28 13:00:00,2,,,59.0,23.0,66.25,1006.1,30.0,cv,2.0,0.0,0.0,59.0
2012-07-28 14:00:00,2,,,53.0,23.0,55.89,1005.1,33.0,cv,3.0,0.0,0.0,53.0
2012-07-28 15:00:00,2,,,51.0,22.0,52.6,1004.1,33.0,SW,1.0,0.0,0.0,51.0
2012-07-28 16:00:00,2,,,50.0,22.0,49.75,1003.1,34.0,cv,2.0,0.0,0.0,50.0
2012-07-28 17:00:00,2,,,54.0,21.0,46.8,1003.1,34.0,SW,2.0,0.0,0.0,54.0
2012-07-28 18:00:00,2,,,54.0,21.0,46.8,1003.1,34.0,SW,4.0,0.0,0.0,54.0
2012-07-28 19:00:00,2,,,37.0,23.0,59.13,1003.1,32.0,SW,6.0,6.3,6.3,37.0
2012-07-28 21:00:00,2,,,35.0,23.0,94.16,1006.1,24.0,NW,2.0,0.0,0.0,35.0
2012-07-28 22:00:00,2,,,36.0,23.0,88.7,1007.1,25.0,cv,1.0,0.0,0.0,36.0
2012-07-28 23:00:00,2,,,29.0,23.0,88.7,1007.1,25.0,cv,2.0,0.0,0.0,29.0
2012-07-29 00:00:00,2,,,33.0,23.0,94.16,1007.1,24.0,cv,3.0,0.0,0.0,33.0
2012-07-29 01:00:00,2,,,40.0,23.0,94.16,1007.1,24.0,cv,3.0,0.0,0.0,40.0
2012-07-29 02:00:00,2,,,41.0,23.0,94.16,1006.1,24.0,SW,2.0,0.0,0.0,41.0
2012-07-29 03:00:00,2,,,49.0,23.0,94.16,1005.1,24.0,SW,3.0,0.0,0.0,49.0
2012-07-29 04:00:00,2,,,53.0,23.0,94.16,1005.1,24.0,cv,0.0,0.0,0.0,53.0
2012-07-29 05:00:00,2,,,59.0,23.0,94.16,1005.1,24.0,cv,0.0,0.0,0.0,59.0
2012-07-29 06:00:00,2,,,54.0,22.0,94.12,1005.1,23.0,cv,0.0,0.0,0.0,54.0
2012-07-29 07:00:00,2,,,54.0,23.0,94.16,1005.1,24.0,cv,0.0,0.0,0.0,54.0
2012-07-29 08:00:00,2,,,63.0,24.0,94.2,1006.1,25.0,cv,1.0,0.0,0.0,63.0
2012-07-29 09:00:00,2,,,50.0,24.0,78.97,1006.1,28.0,cv,1.0,0.0,0.0,50.0
2012-07-29 10:00:00,2,,,48.0,23.0,70.17,1006.1,29.0,cv,2.0,0.0,0.0,48.0
2012-07-29 11:00:00,2,,,49.0,22.0,58.89,1006.1,31.0,cv,4.0,0.0,0.0,49.0
2012-07-29 12:00:00,2,,,42.0,24.0,62.79,1006.1,32.0,cv,6.0,0.0,0.0,42.0
2012-07-29 13:00:00,2,,,47.0,22.0,52.6,1005.1,33.0,SE,3.0,0.0,0.0,47.0
2012-07-29 14:00:00,2,,,47.0,23.0,55.89,1004.1,33.0,SW,3.0,0.0,0.0,47.0
2012-07-29 15:00:00,2,,,48.0,22.0,52.6,1004.1,33.0,SW,5.0,0.0,0.0,48.0
2012-07-29 16:00:00,2,,,42.0,22.0,49.75,1003.1,34.0,SW,8.0,0.0,0.0,42.0
2012-07-29 17:00:00,2,,,48.0,22.0,49.75,1002.0,34.0,SW,11.0,0.0,0.0,48.0
2012-07-29 18:00:00,2,,,55.0,21.0,46.8,1001.0,34.0,SW,13.0,0.0,0.0,55.0
2012-07-29 19:00:00,2,,,62.0,22.0,52.6,1001.0,33.0,SW,15.0,0.0,0.0,62.0
2012-07-29 20:00:00,2,,,62.0,23.0,66.25,1001.0,30.0,SW,17.0,0.0,0.0,62.0
2012-07-29 21:00:00,2,,,59.0,23.0,70.17,1002.0,29.0,cv,0.0,0.0,0.0,59.0
2012-07-29 22:00:00,2,,,70.0,24.0,78.97,1002.0,28.0,cv,0.0,0.0,0.0,70.0
2012-07-29 23:00:00,2,,,90.0,24.0,78.97,1002.0,28.0,cv,0.0,0.0,0.0,90.0
2012-07-30 00:00:00,2,,,80.0,25.0,88.86,1002.0,27.0,cv,0.0,0.0,0.0,80.0
2012-07-30 01:00:00,2,,,73.0,24.0,83.71,1002.0,27.0,cv,0.0,0.0,0.0,73.0
2012-07-30 02:00:00,2,,,59.0,24.0,83.71,1002.0,27.0,SW,1.0,0.0,0.0,59.0
2012-07-30 03:00:00,2,,,68.0,24.0,88.78,1001.0,26.0,cv,0.0,0.0,0.0,68.0
2012-07-30 04:00:00,2,,,78.0,24.0,88.78,1001.0,26.0,SW,1.0,0.0,0.0,78.0
2012-07-30 05:00:00,2,,,84.0,24.0,94.2,1001.0,25.0,cv,0.0,0.0,0.0,84.0
2012-07-30 06:00:00,2,,,80.0,24.0,94.2,1001.0,25.0,cv,0.0,0.0,0.0,80.0
2012-07-30 07:00:00,2,,,82.0,24.0,94.2,1001.0,25.0,cv,0.0,0.0,0.0,82.0
2012-07-30 08:00:00,2,,,88.0,25.0,94.25,1001.0,26.0,cv,0.0,0.0,0.0,88.0
2012-07-30 09:00:00,2,,,102.0,25.0,83.82,1002.0,28.0,cv,0.0,0.0,0.0,102.0
2012-07-30 10:00:00,2,,,94.0,26.0,83.94,1002.0,29.0,cv,1.0,0.0,0.0,94.0
2012-07-30 11:00:00,2,,,76.0,24.0,66.45,1001.0,31.0,cv,1.0,0.0,0.0,76.0
2012-07-30 12:00:00,2,,,76.0,22.0,55.65,1001.0,32.0,cv,1.0,0.0,0.0,76.0
2012-07-30 13:00:00,2,,,76.0,23.0,66.25,1001.0,30.0,NW,3.0,0.0,0.0,76.0
2012-07-30 14:00:00,2,,,55.0,22.0,55.65,1001.0,32.0,NW,5.0,0.0,0.0,55.0
2012-07-30 15:00:00,2,,,48.0,21.0,49.49,1000.0,33.0,NW,7.0,0.0,0.0,48.0
2012-07-30 16:00:00,2,,,71.0,22.0,52.6,1000.0,33.0,NW,9.0,0.0,0.0,71.0
2012-07-30 17:00:00,2,,,79.0,23.0,55.89,999.0,33.0,NW,11.0,0.0,0.0,79.0
2012-07-30 18:00:00,2,,,91.0,23.0,55.89,999.0,33.0,NW,13.0,0.0,0.0,91.0
2012-07-30 19:00:00,2,,,72.0,23.0,66.25,1000.0,30.0,NW,19.0,0.0,0.0,72.0
2012-07-30 20:00:00,2,,,73.0,25.0,88.86,1001.0,27.0,NW,21.0,0.0,0.0,73.0
2012-07-30 21:00:00,2,,,88.0,26.0,88.94,1002.0,28.0,cv,1.0,0.0,0.0,88.0
2012-07-30 22:00:00,2,,,60.0,26.0,88.94,1002.0,28.0,NW,1.0,0.0,0.0,60.0
2012-07-30 23:00:00,2,,,66.0,26.0,88.94,1002.0,28.0,NW,2.0,0.0,0.0,66.0
2012-07-31 00:00:00,2,,,61.0,26.0,94.29,1002.0,27.0,cv,0.0,0.0,0.0,61.0
2012-07-31 01:00:00,2,,,107.0,25.0,88.86,1002.0,27.0,NW,1.0,0.0,0.0,107.0
2012-07-31 02:00:00,2,,,111.0,25.0,88.86,1002.0,27.0,NW,2.0,0.0,0.0,111.0
2012-07-31 03:00:00,2,,,118.0,25.0,88.86,1001.0,27.0,cv,1.0,0.0,0.0,118.0
2012-07-31 04:00:00,2,,,107.0,24.0,83.71,1001.0,27.0,NW,2.0,0.0,0.0,107.0
2012-07-31 05:00:00,2,,,97.0,24.0,83.71,1001.0,27.0,NW,4.0,0.0,0.0,97.0
2012-07-31 06:00:00,2,,,85.0,24.0,83.71,1001.0,27.0,cv,0.0,0.0,0.0,85.0
2012-07-31 07:00:00,2,,,65.0,23.0,88.7,1003.1,25.0,SW,5.0,0.0,0.0,65.0
2012-07-31 08:00:00,2,,,42.0,22.0,88.62,1003.1,24.0,SW,7.0,0.0,0.0,42.0
2012-07-31 09:00:00,2,,,44.0,23.0,88.7,1004.1,25.0,NW,2.0,0.0,0.0,44.0
2012-07-31 10:00:00,2,,,57.0,24.0,83.71,1004.1,27.0,NW,4.0,0.0,0.0,57.0
2012-07-31 11:00:00,2,,,41.0,22.0,62.35,1004.1,30.0,NW,5.0,0.0,0.0,41.0
2012-07-31 12:00:00,2,,,38.0,21.0,58.65,1004.1,30.0,NW,7.0,0.0,0.0,38.0
2012-07-31 13:00:00,2,,,25.0,21.0,52.35,1003.1,32.0,NW,10.0,0.0,0.0,25.0
2012-07-31 14:00:00,2,,,36.0,21.0,52.35,1002.0,32.0,NW,12.0,0.0,0.0,36.0
2012-07-31 15:00:00,2,,,35.0,20.0,49.22,1001.0,32.0,NW,14.0,0.0,0.0,35.0
2012-07-31 16:00:00,2,,,39.0,19.0,46.26,1001.0,32.0,NW,16.0,0.0,0.0,39.0
2012-07-31 17:00:00,2,,,47.0,20.0,52.09,1001.0,31.0,NW,21.0,0.0,0.0,47.0
2012-07-31 18:00:00,2,,,37.0,19.0,51.83,1001.0,30.0,cv,1.0,0.0,0.0,37.0
2012-07-31 19:00:00,2,,,49.0,20.0,55.15,1001.0,30.0,NW,2.0,0.0,0.0,49.0
2012-07-31 20:00:00,2,,,46.0,20.0,61.9,1002.0,28.0,cv,1.0,0.0,0.0,46.0
2012-07-31 21:00:00,2,,,43.0,21.0,65.83,1003.1,28.0,cv,2.0,0.0,0.0,43.0
2012-07-31 22:00:00,2,,,48.0,20.0,61.9,1004.1,28.0,cv,3.0,0.0,0.0,48.0
2012-07-31 23:00:00,2,,,30.0,21.0,69.79,1004.1,27.0,cv,3.0,0.0,0.0,30.0
2012-08-01 00:00:00,2,,,27.0,20.0,61.9,1004.1,28.0,NW,2.0,0.0,0.0,27.0
2012-08-01 01:00:00,2,,,34.0,20.0,65.62,1004.1,27.0,NW,3.0,0.0,0.0,34.0
2012-08-01 02:00:00,2,,,49.0,21.0,69.79,1004.1,27.0,cv,0.0,0.0,0.0,49.0
2012-08-01 03:00:00,2,,,51.0,22.0,78.68,1004.1,26.0,SW,3.0,0.0,0.0,51.0
